name,description,url,research_area,research_url,research_description,committee_member,score,committee_title
Madelyn Rose Sanfilippo,Assistant Professor,https://ischool.illinois.edu/people/madelyn-rose-sanfilippo,Diversity and Social Justice,https://ischool.illinois.edu/research/areas/diversity-and-social-justice,"Addressing challenging, but necessary, topics such as racism, privilege, power, etc., and coupling them with critical theory in an effort to develop compassionate, proactive, and culturally competent information professionals
",Madelyn Sanfilippo,100.0,PhD 
Madelyn Rose Sanfilippo,Assistant Professor,https://ischool.illinois.edu/people/madelyn-rose-sanfilippo,Ethics and Values for Information,https://ischool.illinois.edu/research/areas/ethics-and-values-information,"Assessing principles and standards that govern access to information
",Madelyn Sanfilippo,100.0,PhD 
Rachel Adler,Associate Professor,https://ischool.illinois.edu/people/rachel-adler,Computing for Social Good,https://ischool.illinois.edu/research/areas/computing-social-good,"Understanding computing's potential for good (and harm), including the role of computing and technology in responding to social, ecological, political, and other challenges
",Rachel Adler,100.0,PhD 
Rachel Adler,Associate Professor,https://ischool.illinois.edu/people/rachel-adler,Design and Evaluation of Information Systems and Services,https://ischool.illinois.edu/research/areas/design-and-evaluation-information-systems-and-services,"Understanding the problems with existing information systems and services, and making them more effective and easier to use
",Rachel Adler,100.0,PhD 
Rachel Adler,Associate Professor,https://ischool.illinois.edu/people/rachel-adler,Diversity and Social Justice,https://ischool.illinois.edu/research/areas/diversity-and-social-justice,"Addressing challenging, but necessary, topics such as racism, privilege, power, etc., and coupling them with critical theory in an effort to develop compassionate, proactive, and culturally competent information professionals
",Rachel Adler,100.0,PhD 
Rachel Adler,Associate Professor,https://ischool.illinois.edu/people/rachel-adler,Education of Information Professionals,https://ischool.illinois.edu/research/areas/education-information-professionals,"Evaluating the content of curricula and the methods for educating information professionals
",Rachel Adler,100.0,PhD 
Rachel Adler,Associate Professor,https://ischool.illinois.edu/people/rachel-adler,"Health, Medical, and Bio-Informatics",https://ischool.illinois.edu/research/areas/health-medical-and-bio-informatics,"Collecting and analyzing biological, medical, and health information
",Rachel Adler,100.0,PhD 
J. Stephen Downie,"Professor, Associate Dean for Research, and Co-Director of the HathiTrust Research Center",https://ischool.illinois.edu/people/j-stephen-downie,Cultural Informatics and Heritage,https://ischool.illinois.edu/research/areas/cultural-informatics-and-heritage,"Understanding the role of information technology in preserving, transmitting, and shaping human culture and heritage
",Stephen Downie ,100.0,Executive Committee
J. Stephen Downie,"Professor, Associate Dean for Research, and Co-Director of the HathiTrust Research Center",https://ischool.illinois.edu/people/j-stephen-downie,Cultural Informatics and Heritage,https://ischool.illinois.edu/research/areas/cultural-informatics-and-heritage,"Understanding the role of information technology in preserving, transmitting, and shaping human culture and heritage
",Stephen Downie ,100.0,PhD 
J. Stephen Downie,"Professor, Associate Dean for Research, and Co-Director of the HathiTrust Research Center",https://ischool.illinois.edu/people/j-stephen-downie,Cultural Informatics and Heritage,https://ischool.illinois.edu/research/areas/cultural-informatics-and-heritage,"Understanding the role of information technology in preserving, transmitting, and shaping human culture and heritage
",Stephen Downie                ,100.0,Research Advisory      
J. Stephen Downie,"Professor, Associate Dean for Research, and Co-Director of the HathiTrust Research Center",https://ischool.illinois.edu/people/j-stephen-downie,Data Analytics and Human Centered Data,https://ischool.illinois.edu/research/areas/data-analytics-and-human-centered-data,"Using computational methods to transform both structured and unstructured data into actionable knowledge; and to understand and enable humans to explore and gain insight from vast data sets
",Stephen Downie ,100.0,Executive Committee
J. Stephen Downie,"Professor, Associate Dean for Research, and Co-Director of the HathiTrust Research Center",https://ischool.illinois.edu/people/j-stephen-downie,Data Analytics and Human Centered Data,https://ischool.illinois.edu/research/areas/data-analytics-and-human-centered-data,"Using computational methods to transform both structured and unstructured data into actionable knowledge; and to understand and enable humans to explore and gain insight from vast data sets
",Stephen Downie ,100.0,PhD 
J. Stephen Downie,"Professor, Associate Dean for Research, and Co-Director of the HathiTrust Research Center",https://ischool.illinois.edu/people/j-stephen-downie,Data Analytics and Human Centered Data,https://ischool.illinois.edu/research/areas/data-analytics-and-human-centered-data,"Using computational methods to transform both structured and unstructured data into actionable knowledge; and to understand and enable humans to explore and gain insight from vast data sets
",Stephen Downie                ,100.0,Research Advisory      
J. Stephen Downie,"Professor, Associate Dean for Research, and Co-Director of the HathiTrust Research Center",https://ischool.illinois.edu/people/j-stephen-downie,Digital Humanities,https://ischool.illinois.edu/research/areas/digital-humanities,"Applying computing or using digital media in the humanities disciplines
",Stephen Downie ,100.0,Executive Committee
J. Stephen Downie,"Professor, Associate Dean for Research, and Co-Director of the HathiTrust Research Center",https://ischool.illinois.edu/people/j-stephen-downie,Digital Humanities,https://ischool.illinois.edu/research/areas/digital-humanities,"Applying computing or using digital media in the humanities disciplines
",Stephen Downie ,100.0,PhD 
J. Stephen Downie,"Professor, Associate Dean for Research, and Co-Director of the HathiTrust Research Center",https://ischool.illinois.edu/people/j-stephen-downie,Digital Humanities,https://ischool.illinois.edu/research/areas/digital-humanities,"Applying computing or using digital media in the humanities disciplines
",Stephen Downie                ,100.0,Research Advisory      
J. Stephen Downie,"Professor, Associate Dean for Research, and Co-Director of the HathiTrust Research Center",https://ischool.illinois.edu/people/j-stephen-downie,Digital Libraries,https://ischool.illinois.edu/research/areas/digital-libraries,"Studying how to most effectively store, structure, retrieve, interpret and preserve collections of digital objects to serve a particular community or communities
",Stephen Downie ,100.0,Executive Committee
J. Stephen Downie,"Professor, Associate Dean for Research, and Co-Director of the HathiTrust Research Center",https://ischool.illinois.edu/people/j-stephen-downie,Digital Libraries,https://ischool.illinois.edu/research/areas/digital-libraries,"Studying how to most effectively store, structure, retrieve, interpret and preserve collections of digital objects to serve a particular community or communities
",Stephen Downie ,100.0,PhD 
J. Stephen Downie,"Professor, Associate Dean for Research, and Co-Director of the HathiTrust Research Center",https://ischool.illinois.edu/people/j-stephen-downie,Digital Libraries,https://ischool.illinois.edu/research/areas/digital-libraries,"Studying how to most effectively store, structure, retrieve, interpret and preserve collections of digital objects to serve a particular community or communities
",Stephen Downie                ,100.0,Research Advisory      
Michael Twidale,Professor and PhD Program Director,https://ischool.illinois.edu/people/michael-twidale,Cultural Informatics and Heritage,https://ischool.illinois.edu/research/areas/cultural-informatics-and-heritage,"Understanding the role of information technology in preserving, transmitting, and shaping human culture and heritage
",,,
Michael Twidale,Professor and PhD Program Director,https://ischool.illinois.edu/people/michael-twidale,Data Analytics and Human Centered Data,https://ischool.illinois.edu/research/areas/data-analytics-and-human-centered-data,"Using computational methods to transform both structured and unstructured data into actionable knowledge; and to understand and enable humans to explore and gain insight from vast data sets
",,,
Michael Twidale,Professor and PhD Program Director,https://ischool.illinois.edu/people/michael-twidale,Design and Evaluation of Information Systems and Services,https://ischool.illinois.edu/research/areas/design-and-evaluation-information-systems-and-services,"Understanding the problems with existing information systems and services, and making them more effective and easier to use
",,,
Michael Twidale,Professor and PhD Program Director,https://ischool.illinois.edu/people/michael-twidale,Digital Libraries,https://ischool.illinois.edu/research/areas/digital-libraries,"Studying how to most effectively store, structure, retrieve, interpret and preserve collections of digital objects to serve a particular community or communities
",,,
Michael Twidale,Professor and PhD Program Director,https://ischool.illinois.edu/people/michael-twidale,Information Literacy,https://ischool.illinois.edu/research/areas/information-literacy,"Information literacy is an important skillset that enables individuals to locate, contextualize, evaluate, effectively use, and appropriately communicate information in a variety of different formats
",,,
Bertram Ludäscher,"Professor and Director, Center for Informatics Research in Science and Scholarship",https://ischool.illinois.edu/people/bertram-ludascher,Data Analytics and Human Centered Data,https://ischool.illinois.edu/research/areas/data-analytics-and-human-centered-data,"Using computational methods to transform both structured and unstructured data into actionable knowledge; and to understand and enable humans to explore and gain insight from vast data sets
",Bertram Ludäscher,100.0,Executive Committee
Bertram Ludäscher,"Professor and Director, Center for Informatics Research in Science and Scholarship",https://ischool.illinois.edu/people/bertram-ludascher,Data Curation,https://ischool.illinois.edu/research/areas/data-curation,"Active and on-going management of data through its lifecycle of interest and usefulness to scholarship, science, and education
",Bertram Ludäscher,100.0,Executive Committee
Bertram Ludäscher,"Professor and Director, Center for Informatics Research in Science and Scholarship",https://ischool.illinois.edu/people/bertram-ludascher,Design and Evaluation of Information Systems and Services,https://ischool.illinois.edu/research/areas/design-and-evaluation-information-systems-and-services,"Understanding the problems with existing information systems and services, and making them more effective and easier to use
",Bertram Ludäscher,100.0,Executive Committee
Bertram Ludäscher,"Professor and Director, Center for Informatics Research in Science and Scholarship",https://ischool.illinois.edu/people/bertram-ludascher,Foundations of Information,https://ischool.illinois.edu/research/areas/foundations-information,"Asking and answering the most basic and fundamental questions on the nature and uses of information resources
",Bertram Ludäscher,100.0,Executive Committee
Bertram Ludäscher,"Professor and Director, Center for Informatics Research in Science and Scholarship",https://ischool.illinois.edu/people/bertram-ludascher,"Health, Medical, and Bio-Informatics",https://ischool.illinois.edu/research/areas/health-medical-and-bio-informatics,"Collecting and analyzing biological, medical, and health information
",Bertram Ludäscher,100.0,Executive Committee
Bertram Ludäscher,"Professor and Director, Center for Informatics Research in Science and Scholarship",https://ischool.illinois.edu/people/bertram-ludascher,Organization of Knowledge and Information,https://ischool.illinois.edu/research/areas/organization-knowledge-and-information,"Bringing structure to the record of human culture and our accounts of the natural and social world
",Bertram Ludäscher,100.0,Executive Committee
David Charles,Teaching Assistant Professor,https://ischool.illinois.edu/people/david-charles,Data Analytics and Human Centered Data,https://ischool.illinois.edu/research/areas/data-analytics-and-human-centered-data,"Using computational methods to transform both structured and unstructured data into actionable knowledge; and to understand and enable humans to explore and gain insight from vast data sets
",David Charles,100.0,Experiential Learning
David Charles,Teaching Assistant Professor,https://ischool.illinois.edu/people/david-charles,Design and Evaluation of Information Systems and Services,https://ischool.illinois.edu/research/areas/design-and-evaluation-information-systems-and-services,"Understanding the problems with existing information systems and services, and making them more effective and easier to use
",David Charles,100.0,Experiential Learning
David Charles,Teaching Assistant Professor,https://ischool.illinois.edu/people/david-charles,Education of Information Professionals,https://ischool.illinois.edu/research/areas/education-information-professionals,"Evaluating the content of curricula and the methods for educating information professionals
",David Charles,100.0,Experiential Learning
Elizabeth Wickes,Lecturer,https://ischool.illinois.edu/people/elizabeth-wickes,Data Analytics and Human Centered Data,https://ischool.illinois.edu/research/areas/data-analytics-and-human-centered-data,"Using computational methods to transform both structured and unstructured data into actionable knowledge; and to understand and enable humans to explore and gain insight from vast data sets
",Elizabeth Wickes,100.0,Undergraduate Programs
Elizabeth Wickes,Lecturer,https://ischool.illinois.edu/people/elizabeth-wickes,Data Analytics and Human Centered Data,https://ischool.illinois.edu/research/areas/data-analytics-and-human-centered-data,"Using computational methods to transform both structured and unstructured data into actionable knowledge; and to understand and enable humans to explore and gain insight from vast data sets
",Elizabeth Wickes,100.0,Capricious Grading & Student Conduct       
Elizabeth Wickes,Lecturer,https://ischool.illinois.edu/people/elizabeth-wickes,Data Curation,https://ischool.illinois.edu/research/areas/data-curation,"Active and on-going management of data through its lifecycle of interest and usefulness to scholarship, science, and education
",Elizabeth Wickes,100.0,Undergraduate Programs
Elizabeth Wickes,Lecturer,https://ischool.illinois.edu/people/elizabeth-wickes,Data Curation,https://ischool.illinois.edu/research/areas/data-curation,"Active and on-going management of data through its lifecycle of interest and usefulness to scholarship, science, and education
",Elizabeth Wickes,100.0,Capricious Grading & Student Conduct       
Elizabeth Wickes,Lecturer,https://ischool.illinois.edu/people/elizabeth-wickes,Digital Humanities,https://ischool.illinois.edu/research/areas/digital-humanities,"Applying computing or using digital media in the humanities disciplines
",Elizabeth Wickes,100.0,Undergraduate Programs
Elizabeth Wickes,Lecturer,https://ischool.illinois.edu/people/elizabeth-wickes,Digital Humanities,https://ischool.illinois.edu/research/areas/digital-humanities,"Applying computing or using digital media in the humanities disciplines
",Elizabeth Wickes,100.0,Capricious Grading & Student Conduct       
Ian Brooks,"Research Scientist and Director, Center for Health Informatics",https://ischool.illinois.edu/people/ian-brooks,Data Analytics and Human Centered Data,https://ischool.illinois.edu/research/areas/data-analytics-and-human-centered-data,"Using computational methods to transform both structured and unstructured data into actionable knowledge; and to understand and enable humans to explore and gain insight from vast data sets
",,,
Ian Brooks,"Research Scientist and Director, Center for Health Informatics",https://ischool.illinois.edu/people/ian-brooks,"Health, Medical, and Bio-Informatics",https://ischool.illinois.edu/research/areas/health-medical-and-bio-informatics,"Collecting and analyzing biological, medical, and health information
",,,
Matthew Turk,Assistant Professor,https://ischool.illinois.edu/people/matthew-turk,Data Analytics and Human Centered Data,https://ischool.illinois.edu/research/areas/data-analytics-and-human-centered-data,"Using computational methods to transform both structured and unstructured data into actionable knowledge; and to understand and enable humans to explore and gain insight from vast data sets
",,,
Vetle Torvik,Associate Professor,https://ischool.illinois.edu/people/vetle-torvik,Data Analytics and Human Centered Data,https://ischool.illinois.edu/research/areas/data-analytics-and-human-centered-data,"Using computational methods to transform both structured and unstructured data into actionable knowledge; and to understand and enable humans to explore and gain insight from vast data sets
",Vetle Torvik ,100.0,PhD 
Vetle Torvik,Associate Professor,https://ischool.illinois.edu/people/vetle-torvik,Data Analytics and Human Centered Data,https://ischool.illinois.edu/research/areas/data-analytics-and-human-centered-data,"Using computational methods to transform both structured and unstructured data into actionable knowledge; and to understand and enable humans to explore and gain insight from vast data sets
",Vetle Torvik,100.0,Faculty Grievance 
Vetle Torvik,Associate Professor,https://ischool.illinois.edu/people/vetle-torvik,Data Analytics and Human Centered Data,https://ischool.illinois.edu/research/areas/data-analytics-and-human-centered-data,"Using computational methods to transform both structured and unstructured data into actionable knowledge; and to understand and enable humans to explore and gain insight from vast data sets
",Vetle Torvik,100.0,Faculty Senators
Vetle Torvik,Associate Professor,https://ischool.illinois.edu/people/vetle-torvik,Data Curation,https://ischool.illinois.edu/research/areas/data-curation,"Active and on-going management of data through its lifecycle of interest and usefulness to scholarship, science, and education
",Vetle Torvik ,100.0,PhD 
Vetle Torvik,Associate Professor,https://ischool.illinois.edu/people/vetle-torvik,Data Curation,https://ischool.illinois.edu/research/areas/data-curation,"Active and on-going management of data through its lifecycle of interest and usefulness to scholarship, science, and education
",Vetle Torvik,100.0,Faculty Grievance 
Vetle Torvik,Associate Professor,https://ischool.illinois.edu/people/vetle-torvik,Data Curation,https://ischool.illinois.edu/research/areas/data-curation,"Active and on-going management of data through its lifecycle of interest and usefulness to scholarship, science, and education
",Vetle Torvik,100.0,Faculty Senators
Vetle Torvik,Associate Professor,https://ischool.illinois.edu/people/vetle-torvik,Informetrics and Scientometrics,https://ischool.illinois.edu/research/areas/informetrics-and-scientometrics,"Studying the quantitative aspects of information and the quantitative features and characteristics of science and scientific research
",Vetle Torvik ,100.0,PhD 
Vetle Torvik,Associate Professor,https://ischool.illinois.edu/people/vetle-torvik,Informetrics and Scientometrics,https://ischool.illinois.edu/research/areas/informetrics-and-scientometrics,"Studying the quantitative aspects of information and the quantitative features and characteristics of science and scientific research
",Vetle Torvik,100.0,Faculty Grievance 
Vetle Torvik,Associate Professor,https://ischool.illinois.edu/people/vetle-torvik,Informetrics and Scientometrics,https://ischool.illinois.edu/research/areas/informetrics-and-scientometrics,"Studying the quantitative aspects of information and the quantitative features and characteristics of science and scientific research
",Vetle Torvik,100.0,Faculty Senators
Allen Renear,Professor,https://ischool.illinois.edu/people/allen-renear,Data Curation,https://ischool.illinois.edu/research/areas/data-curation,"Active and on-going management of data through its lifecycle of interest and usefulness to scholarship, science, and education
",,,
Allen Renear,Professor,https://ischool.illinois.edu/people/allen-renear,Digital Humanities,https://ischool.illinois.edu/research/areas/digital-humanities,"Applying computing or using digital media in the humanities disciplines
",,,
Allen Renear,Professor,https://ischool.illinois.edu/people/allen-renear,Foundations of Information,https://ischool.illinois.edu/research/areas/foundations-information,"Asking and answering the most basic and fundamental questions on the nature and uses of information resources
",,,
Allen Renear,Professor,https://ischool.illinois.edu/people/allen-renear,Organization of Knowledge and Information,https://ischool.illinois.edu/research/areas/organization-knowledge-and-information,"Bringing structure to the record of human culture and our accounts of the natural and social world
",,,
David Dubin,Teaching Associate Professor,https://ischool.illinois.edu/people/david-dubin,Data Curation,https://ischool.illinois.edu/research/areas/data-curation,"Active and on-going management of data through its lifecycle of interest and usefulness to scholarship, science, and education
",,,
David Dubin,Teaching Associate Professor,https://ischool.illinois.edu/people/david-dubin,Digital Humanities,https://ischool.illinois.edu/research/areas/digital-humanities,"Applying computing or using digital media in the humanities disciplines
",,,
David Dubin,Teaching Associate Professor,https://ischool.illinois.edu/people/david-dubin,Foundations of Information,https://ischool.illinois.edu/research/areas/foundations-information,"Asking and answering the most basic and fundamental questions on the nature and uses of information resources
",,,
David Dubin,Teaching Associate Professor,https://ischool.illinois.edu/people/david-dubin,Organization of Knowledge and Information,https://ischool.illinois.edu/research/areas/organization-knowledge-and-information,"Bringing structure to the record of human culture and our accounts of the natural and social world
",,,
Jacob Jett,,https://ischool.illinois.edu/people/jacob-jett,Data Curation,https://ischool.illinois.edu/research/areas/data-curation,"Active and on-going management of data through its lifecycle of interest and usefulness to scholarship, science, and education
",,,
Jacob Jett,,https://ischool.illinois.edu/people/jacob-jett,Digital Libraries,https://ischool.illinois.edu/research/areas/digital-libraries,"Studying how to most effectively store, structure, retrieve, interpret and preserve collections of digital objects to serve a particular community or communities
",,,
Karen Wickett,Assistant Professor,https://ischool.illinois.edu/people/karen-wickett,Data Curation,https://ischool.illinois.edu/research/areas/data-curation,"Active and on-going management of data through its lifecycle of interest and usefulness to scholarship, science, and education
",Karen Wickett ,100.0,MSLIS & CAS   
Karen Wickett,Assistant Professor,https://ischool.illinois.edu/people/karen-wickett,Data Curation,https://ischool.illinois.edu/research/areas/data-curation,"Active and on-going management of data through its lifecycle of interest and usefulness to scholarship, science, and education
",Karen Wickett,100.0,Faculty Senators
Karen Wickett,Assistant Professor,https://ischool.illinois.edu/people/karen-wickett,Foundations of Information,https://ischool.illinois.edu/research/areas/foundations-information,"Asking and answering the most basic and fundamental questions on the nature and uses of information resources
",Karen Wickett ,100.0,MSLIS & CAS   
Karen Wickett,Assistant Professor,https://ischool.illinois.edu/people/karen-wickett,Foundations of Information,https://ischool.illinois.edu/research/areas/foundations-information,"Asking and answering the most basic and fundamental questions on the nature and uses of information resources
",Karen Wickett,100.0,Faculty Senators
Karen Wickett,Assistant Professor,https://ischool.illinois.edu/people/karen-wickett,Organization of Knowledge and Information,https://ischool.illinois.edu/research/areas/organization-knowledge-and-information,"Bringing structure to the record of human culture and our accounts of the natural and social world
",Karen Wickett ,100.0,MSLIS & CAS   
Karen Wickett,Assistant Professor,https://ischool.illinois.edu/people/karen-wickett,Organization of Knowledge and Information,https://ischool.illinois.edu/research/areas/organization-knowledge-and-information,"Bringing structure to the record of human culture and our accounts of the natural and social world
",Karen Wickett,100.0,Faculty Senators
Peter Darch,Associate Professor,https://ischool.illinois.edu/people/peter-darch,Data Curation,https://ischool.illinois.edu/research/areas/data-curation,"Active and on-going management of data through its lifecycle of interest and usefulness to scholarship, science, and education
",Peter Darch,100.0,Undergraduate Programs
Peter Darch,Associate Professor,https://ischool.illinois.edu/people/peter-darch,Data Curation,https://ischool.illinois.edu/research/areas/data-curation,"Active and on-going management of data through its lifecycle of interest and usefulness to scholarship, science, and education
",Peter Darch,100.0,Faculty Senators
Peter Darch,Associate Professor,https://ischool.illinois.edu/people/peter-darch,Digital Libraries,https://ischool.illinois.edu/research/areas/digital-libraries,"Studying how to most effectively store, structure, retrieve, interpret and preserve collections of digital objects to serve a particular community or communities
",Peter Darch,100.0,Undergraduate Programs
Peter Darch,Associate Professor,https://ischool.illinois.edu/people/peter-darch,Digital Libraries,https://ischool.illinois.edu/research/areas/digital-libraries,"Studying how to most effectively store, structure, retrieve, interpret and preserve collections of digital objects to serve a particular community or communities
",Peter Darch,100.0,Faculty Senators
Peter Darch,Associate Professor,https://ischool.illinois.edu/people/peter-darch,Ethics and Values for Information,https://ischool.illinois.edu/research/areas/ethics-and-values-information,"Assessing principles and standards that govern access to information
",Peter Darch,100.0,Undergraduate Programs
Peter Darch,Associate Professor,https://ischool.illinois.edu/people/peter-darch,Ethics and Values for Information,https://ischool.illinois.edu/research/areas/ethics-and-values-information,"Assessing principles and standards that govern access to information
",Peter Darch,100.0,Faculty Senators
John Weible,Senior Lecturer,https://ischool.illinois.edu/people/john-weible,Design and Evaluation of Information Systems and Services,https://ischool.illinois.edu/research/areas/design-and-evaluation-information-systems-and-services,"Understanding the problems with existing information systems and services, and making them more effective and easier to use
",John Weible,100.0,MSIM & Bioinformatics  
John Weible,Senior Lecturer,https://ischool.illinois.edu/people/john-weible,Design and Evaluation of Information Systems and Services,https://ischool.illinois.edu/research/areas/design-and-evaluation-information-systems-and-services,"Understanding the problems with existing information systems and services, and making them more effective and easier to use
",John Weible,100.0,Faculty Senators
Rachel M. Magee,Assistant Professor,https://ischool.illinois.edu/people/rachel-m-magee,Design and Evaluation of Information Systems and Services,https://ischool.illinois.edu/research/areas/design-and-evaluation-information-systems-and-services,"Understanding the problems with existing information systems and services, and making them more effective and easier to use
",Rachel Magee,100.0,Experiential Learning
Rachel M. Magee,Assistant Professor,https://ischool.illinois.edu/people/rachel-m-magee,Design and Evaluation of Information Systems and Services,https://ischool.illinois.edu/research/areas/design-and-evaluation-information-systems-and-services,"Understanding the problems with existing information systems and services, and making them more effective and easier to use
",Rachel Magee,100.0,School Librarian Licensure Program Advisory  
Rachel M. Magee,Assistant Professor,https://ischool.illinois.edu/people/rachel-m-magee,Diversity and Social Justice,https://ischool.illinois.edu/research/areas/diversity-and-social-justice,"Addressing challenging, but necessary, topics such as racism, privilege, power, etc., and coupling them with critical theory in an effort to develop compassionate, proactive, and culturally competent information professionals
",Rachel Magee,100.0,Experiential Learning
Rachel M. Magee,Assistant Professor,https://ischool.illinois.edu/people/rachel-m-magee,Diversity and Social Justice,https://ischool.illinois.edu/research/areas/diversity-and-social-justice,"Addressing challenging, but necessary, topics such as racism, privilege, power, etc., and coupling them with critical theory in an effort to develop compassionate, proactive, and culturally competent information professionals
",Rachel Magee,100.0,School Librarian Licensure Program Advisory  
Rachel M. Magee,Assistant Professor,https://ischool.illinois.edu/people/rachel-m-magee,Information Literacy,https://ischool.illinois.edu/research/areas/information-literacy,"Information literacy is an important skillset that enables individuals to locate, contextualize, evaluate, effectively use, and appropriately communicate information in a variety of different formats
",Rachel Magee,100.0,Experiential Learning
Rachel M. Magee,Assistant Professor,https://ischool.illinois.edu/people/rachel-m-magee,Information Literacy,https://ischool.illinois.edu/research/areas/information-literacy,"Information literacy is an important skillset that enables individuals to locate, contextualize, evaluate, effectively use, and appropriately communicate information in a variety of different formats
",Rachel Magee,100.0,School Librarian Licensure Program Advisory  
Rexwhite Enakrire,Postdoctoral Research Associate,https://ischool.illinois.edu/people/rexwhite-enakrire,Design and Evaluation of Information Systems and Services,https://ischool.illinois.edu/research/areas/design-and-evaluation-information-systems-and-services,"Understanding the problems with existing information systems and services, and making them more effective and easier to use
",Rexwhite Enakrire,100.0,Experiential Learning
Rexwhite Enakrire,Postdoctoral Research Associate,https://ischool.illinois.edu/people/rexwhite-enakrire,Informetrics and Scientometrics,https://ischool.illinois.edu/research/areas/informetrics-and-scientometrics,"Studying the quantitative aspects of information and the quantitative features and characteristics of science and scientific research
",Rexwhite Enakrire,100.0,Experiential Learning
Rexwhite Enakrire,Postdoctoral Research Associate,https://ischool.illinois.edu/people/rexwhite-enakrire,Organization of Knowledge and Information,https://ischool.illinois.edu/research/areas/organization-knowledge-and-information,"Bringing structure to the record of human culture and our accounts of the natural and social world
",Rexwhite Enakrire,100.0,Experiential Learning
Elizabeth Hoiem,Assistant Professor,https://ischool.illinois.edu/people/elizabeth-hoiem,Digital Humanities,https://ischool.illinois.edu/research/areas/digital-humanities,"Applying computing or using digital media in the humanities disciplines
",Elizabeth Hoiem,100.0,MSLIS & CAS   
Elizabeth Hoiem,Assistant Professor,https://ischool.illinois.edu/people/elizabeth-hoiem,Digital Humanities,https://ischool.illinois.edu/research/areas/digital-humanities,"Applying computing or using digital media in the humanities disciplines
",Elizabeth Hoiem,100.0,Capricious Grading & Student Conduct       
Elizabeth Hoiem,Assistant Professor,https://ischool.illinois.edu/people/elizabeth-hoiem,Diversity and Social Justice,https://ischool.illinois.edu/research/areas/diversity-and-social-justice,"Addressing challenging, but necessary, topics such as racism, privilege, power, etc., and coupling them with critical theory in an effort to develop compassionate, proactive, and culturally competent information professionals
",Elizabeth Hoiem,100.0,MSLIS & CAS   
Elizabeth Hoiem,Assistant Professor,https://ischool.illinois.edu/people/elizabeth-hoiem,Diversity and Social Justice,https://ischool.illinois.edu/research/areas/diversity-and-social-justice,"Addressing challenging, but necessary, topics such as racism, privilege, power, etc., and coupling them with critical theory in an effort to develop compassionate, proactive, and culturally competent information professionals
",Elizabeth Hoiem,100.0,Capricious Grading & Student Conduct       
Maria Bonn,"Associate Professor, MSLIS and CAS Program Director",https://ischool.illinois.edu/people/maria-bonn,Digital Humanities,https://ischool.illinois.edu/research/areas/digital-humanities,"Applying computing or using digital media in the humanities disciplines
",Maria Bonn,100.0,Curriculum 
Maria Bonn,"Associate Professor, MSLIS and CAS Program Director",https://ischool.illinois.edu/people/maria-bonn,Digital Humanities,https://ischool.illinois.edu/research/areas/digital-humanities,"Applying computing or using digital media in the humanities disciplines
",Maria Bonn                               ,100.0,MSLIS & CAS   
Maria Bonn,"Associate Professor, MSLIS and CAS Program Director",https://ischool.illinois.edu/people/maria-bonn,Digital Humanities,https://ischool.illinois.edu/research/areas/digital-humanities,"Applying computing or using digital media in the humanities disciplines
",Maria Bonn ,100.0,School Librarian Licensure Program Advisory  
Maria Bonn,"Associate Professor, MSLIS and CAS Program Director",https://ischool.illinois.edu/people/maria-bonn,Education of Information Professionals,https://ischool.illinois.edu/research/areas/education-information-professionals,"Evaluating the content of curricula and the methods for educating information professionals
",Maria Bonn,100.0,Curriculum 
Maria Bonn,"Associate Professor, MSLIS and CAS Program Director",https://ischool.illinois.edu/people/maria-bonn,Education of Information Professionals,https://ischool.illinois.edu/research/areas/education-information-professionals,"Evaluating the content of curricula and the methods for educating information professionals
",Maria Bonn                               ,100.0,MSLIS & CAS   
Maria Bonn,"Associate Professor, MSLIS and CAS Program Director",https://ischool.illinois.edu/people/maria-bonn,Education of Information Professionals,https://ischool.illinois.edu/research/areas/education-information-professionals,"Evaluating the content of curricula and the methods for educating information professionals
",Maria Bonn ,100.0,School Librarian Licensure Program Advisory  
Sara L. Schwebel,Professor and Director of the Center for Children's Books,https://ischool.illinois.edu/people/sara-l-schwebel,Digital Humanities,https://ischool.illinois.edu/research/areas/digital-humanities,"Applying computing or using digital media in the humanities disciplines
",Sara Schwebel,100.0,Executive Committee
Sara L. Schwebel,Professor and Director of the Center for Children's Books,https://ischool.illinois.edu/people/sara-l-schwebel,Diversity and Social Justice,https://ischool.illinois.edu/research/areas/diversity-and-social-justice,"Addressing challenging, but necessary, topics such as racism, privilege, power, etc., and coupling them with critical theory in an effort to develop compassionate, proactive, and culturally competent information professionals
",Sara Schwebel,100.0,Executive Committee
Sara L. Schwebel,Professor and Director of the Center for Children's Books,https://ischool.illinois.edu/people/sara-l-schwebel,Information Literacy,https://ischool.illinois.edu/research/areas/information-literacy,"Information literacy is an important skillset that enables individuals to locate, contextualize, evaluate, effectively use, and appropriately communicate information in a variety of different formats
",Sara Schwebel,100.0,Executive Committee
Craig Willis,Teaching Assistant Professor,https://ischool.illinois.edu/people/craig-willis,Digital Libraries,https://ischool.illinois.edu/research/areas/digital-libraries,"Studying how to most effectively store, structure, retrieve, interpret and preserve collections of digital objects to serve a particular community or communities
",Craig Willis,100.0,Experiential Learning
